 Africa;Mogadishu;	2.01666666666666; 	45.35; 
 Africa;Cape Town;	-33.9; 	18.43333333; 
 Africa;Durban;	-29.8833333333333; 	31.03333333; 
 Africa;Mossel Bay;	-34.1666666666666; 	22.15; 
 Africa;Port Elizabeth;	-33.95; 	25.65; 
 Africa;Richards Bay;	-28.8; 	32.03333333; 
 Africa;Saldanha Bay;	-33.0333333333333; 	17.96666667; 
 Europe;Aviles;	43.5833333333333; 	-5.933333333; 
 Europe;Barcelona;	41.3333333333333; 	2.166666667; 
 Europe;Bilbao;	43.2833333333333; 	-2.916666667; 
 Europe;Cadiz;	36.5166666666666; 	-6.3; 
 Europe;Cartagena;	37.6166666666666; 	-0.983333333; 
 Europe;Castellon;	39.9666666666666; 	-0.016666667; 
 '66-120'  is not a country in the system;Ceuta;	35.8833333333333; 	-5.283333333; 
 Europe;Huelva;	37.2666666666666; 	-6.916666667; 
 Europe;Malaga;	36.7166666666666; 	-4.416666667; 
 Europe;Pasajes;	43.3333333333333; 	-1.933333333; 
 Europe;Santander;	43.4666666666666; 	-3.816666667; 
 Europe;Tarragona;	41.0833333333333; 	1.233333333; 
 Europe;Valencia;	39.45; 	-0.3; 
 Europe;Vigo;	42.2333333333333; 	-8.7; 
 India and South East Asia;Colombo;	6.93333333333333; 	79.83333333; 
 India and South East Asia;Jaffna;	9.66666666666666; 	80.01666667; 
 India and South East Asia;Trincomalee;	8.6; 	81.25; 
 'Saint Helena'  is not a country in the system;Jamestown;	-15.9333333333333; 	-5.716666667; 
 'Saint Pierre and Miquelon'  is not a country in the system;St Pierre;	46.7833333333333; 	-56.16666667; 
 Africa;Port Sudan;	19.6166666666666; 	37.23333333; 
 South America;Moengo;	5.65; 	-54.41666667; 
 South America;Nieuw Nickerie;	5.95; 	-56.98333333; 
 South America;Paramaribo;	5.98333333333333; 	-55.15; 
 South America;Paranam;	5.63333333333333; 	-55.08333333; 
 South America;Wageningen;	5.76666666666666; 	-56.68333333; 
 Europe;Gavle;	60.6833333333333; 	17.18333333; 
 Europe;Gothenburg (Goteborg);	57.7; 	11.95; 
 Europe;Halmstad;	56.6666666666666; 	12.86666667; 
 Europe;Kalmar;	56.6666666666666; 	16.33333333; 
 Europe;Karlshamn;	56.1666666666666; 	14.86666667; 
 Europe;Malmo;	55.6166666666666; 	13; 
 Europe;Solvesborg;	56.05; 	14.58333333; 
 Europe;Stockholm;	59.3166666666666; 	18.05; 
 Europe;Sundsvall;	62.4166666666666; 	17.33333333; 
 Europe;Basel;	47.55; 	7.566666667;
 Europe;Baniyas;	35.25; 	35.93333333; 
 Far East;Hualien;	23.9833333333333; 	121.6333333; 
 Far East;Kaohsiung;	22.6166666666666; 	120.2666667; 
 Far East;Keelung (Chilung);	25.15; 	121.7333333; 
 Far East;Suao;	24.5833333333333; 	121.85; 
 Far East;Taichung;	24.2833333333333; 	120.5; 
 Africa;Dar Es Salaam;	-6.83333333333333; 	39.28333333; 
 Africa;Kilwa Masoko;	-8.93333333333333; 	39.51666667; 
 Africa;Lindi;	-10; 	39.73333333; 
 Africa;Mtwara;	-10.2666666666666; 	40.2; 
 Africa;Pangani;	-5.45; 	39; 
 Africa;Tanga;	-5.06666666666666; 	39.13333333; 
 India and South East Asia;Bangkok;	13.4333333333333; 	100.5833333; 
 India and South East Asia;Laem Chabang;	13.0833333333333; 	100.8833333; 
 India and South East Asia;Pattani;	6.95; 	101.3; 
 India and South East Asia;Phuket;	7.81666666666666; 	98.4; 
 India and South East Asia;Sattahip;	12.5833333333333; 	100.9166667; 
 India and South East Asia;Songkhla;	7.23333333333333; 	100.5833333; 
 India and South East Asia;Sriracha;	13.1166666666666; 	100.8666667; 
 Africa;Kpeme;	6.2; 	1.5; 
 Africa;Lome;	6.13333333333333; 	1.283333333; 
 Australia;Neiafu;	-18.65; 	-173.9833333;
 Australia;Nukualofa;	-21.1333333333333; 	-175.1833333;
 Australia;Pangai;	-19.8333333333333; 	-174.3833333;
 South America;Point Fortin;	10.2; 	-61.7;
 South America;Point Lisas;	10.3666666666666; 	-61.48333333;
 South America;Pointe a Pierre;	10.3166666666666; 	-61.48333333;
 South America;Scarborough;	11.1833333333333; 	-60.73333333;
 South America;Spain;	10.65; 	-61.53333333;
 South America;Tembladora;	10.2333333333333; 	-61.6;
 Africa;Bizerte;	37.2833333333333; 	9.9; 
 Africa;Gabes;	33.95; 	10.06666667; 
 Africa;La Goulette;	36.8166666666666; 	10.3; 
 Africa;Sfax;	34.7333333333333; 	10.76666667; 
 Africa;Sousse;	35.8333333333333; 	10.63333333; 
 Africa;Tunis;	36.8166666666666; 	10.25; 
 Europe;Derince;	40.7333333333333; 	29.83333333; 
 Europe;Dikili;	39; 	26.83333333; 
 Europe;Gemlik;	40.4166666666666; 	29.11666667; 
 Europe;Hopa, Artvin;	42.4; 	41.41666667; 
 Europe;Iskenderun, Hatay;	36.6333333333333; 	36.16666667; 
 Europe;Istanbul;	41.0166666666666; 	28.98333333; 
 Europe;Trabzon;	41.0166666666666; 	39.76666667; 
 'TKCA 1ZZ'  is not a country in the system;Grand Turk Island;	21.4333333333333; 	-71.13333333; 
 'TKCA 1ZZ'  is not a country in the system;Providenciales;	21.5; 	-72.5; 
 ''is not a country in the system;Funafuti;	-8.51666666666666; 	-179.2166667;
 Europe;Aberdeen;	57.1333333333333; 	-2.066666667; 
 Europe;Belfast;	54.6; 	-5.933333333; 
 Europe;Bristol;	51.5; 	-2.716666667; 
 Europe;Dover;	51.1166666666666; 	1.3; 
 Europe;Falmouth;	50.15; 	-5.066666667; 
 Europe;Felixstowe;	51.95; 	1.35; 
 Europe;Glasgow;	55.8666666666666; 	-4.35; 
 Europe;Grangemouth;	56.0166666666666; 	-3.716666667; 
 Europe;Hull;	53.7333333333333; 	-0.233333333; 
 Europe;Leith;	55.9833333333333; 	-3.166666667; 
 Europe;Liverpool;	53.4666666666666; 	-3.033333333; 
 Europe;London;	51.5; 	-0.083333333; 
 Europe;Manchester;	53.4833333333333; 	-2.233333333; 
 Europe;Peterhead Bay;	57.5; 	-1.783333333; 
 Europe;Plymouth;	50.3666666666666; 	-4.15; 
 Europe;Portsmouth;	50.8; 	-1.116666667; 
 Europe;Scapa Flow;	58.8833333333333; 	-3.083333333; 
 Europe;Southampton;	50.9; 	-1.4; 
 Europe;Sullom Voe;	60.45; 	-1.283333333; 
 Europe;Teesport;	54.65; 	-1.133333333; 
 Europe;Thamesport;	51.4333333333333; 	-0.7; 
 Europe;Tyne;	55.0166666666666; 	-1.4; 
 Europe;Berdyansk;	46.75; 	36.8; 
 Europe;Kherson;	46.6166666666666; 	32.61666667; 
 Europe;Odessa;	46.5; 	30.76666667; 
 Europe;Reni;	45.4333333333333; 	28.3; 
 Arabia and Persian Gulf;Ajman;	25.4166666666666; 	55.43333333;
 Arabia and Persian Gulf;Das Island;	25.15; 	52.86666667;
 Arabia and Persian Gulf;Dubai (Port Rashid);	25.25; 	55.26666667;
 Arabia and Persian Gulf;Fujairah;	25.1666666666666; 	56.35;
 Arabia and Persian Gulf;Jebel Dhanna/Ruwais;	25; 	55.05;
 Arabia and Persian Gulf;Khor Fakkan;	25.35; 	56.36666667;
 Arabia and Persian Gulf;Mina Saqr;	25.9666666666666; 	56.05;
 Arabia and Persian Gulf;Mina Zayed;	24.5333333333333; 	54.38333333;
 North America;Anacortes;	48.5166666666666; 	-122.6; 
 North America;Ashtabula;	41.9; 	-80.8; 
 North America;Baltimore;	39.2833333333333; 	-76.58333333; 
 North America;Baton Rouge;	30.4666666666666; 	-91.2; 
 North America;Beaumont;	30.0833333333333; 	-94.08333333; 
 North America;Boston;	42.35; 	-71.08333333; 
 North America;Charleston;	32.7833333333333; 	-79.93333333; 
 North America;Chicago;	41.8333333333333; 	-87.63333333; 
 North America;Cleveland;	41.5166666666666; 	-81.71666667; 
 North America;Corpus Christi;	27.8; 	-97.38333333; 
 North America;Detroit;	42.3333333333333; 	-83.03333333; 
 North America;Duluth-Superior;	46.7333333333333; 	-92.1; 
 North America;Freeport;	28.95; 	-95.35; 
 North America;Hampton Roads (Norfolk, Chesapeake, Newport News, Portsmouth);	36.9833333333333; 	-76.43333333; 
 North America;Honolulu;	21.3166666666666; 	-157.8666667; 
 North America;Houston;	29.75; 	-95.33333333; 
 North America;Huntington - Tri-State (WV);	38.6; 	-95.33333333; 
 North America;Jacksonville;	30.3333333333333; 	-81.66666667; 
 North America;Lake Charles;	30.2166666666666; 	-93.25; 
 North America;Long Beach;	34.2666666666666;  -118.35; 
 North America;Los Angeles;	33.7166666666666; 	-82.91666667; 
 North America;Manatee;	27.5333333333333; 	-82.56666667; 
 North America;Memphis;	35.0666666666666; 	-90.16666667; 
 North America;Miami;	25.7666666666666; 	-80.16666667; 
 North America;Mobile;	30.6666666666666; 	-88.03333333; 
 North America;New Orleans;	29.95; 	-90.06666667; 
 North America;New York/New Jersey;	40.7166666666666; 	-74; 
 North America;Oakland;	37.8333333333333; 	-122.3; 
 North America;Pascagoula;	30.35; 	-88.56666667; 
 North America;Philadelphia;	39.95; 	-75.16666667; 
 North America;Pittsburgh;	44.75; 	-80; 
 North America;Plaquemines (Louisiana);	30.2166666666666; 	-91.3; 
 ''is not a country in the system;Port Arthur;	28.8666666666666; 	-93.93333333;
 North America;Port Everglades;	26.0833333333333; 	-80.08333333; 
 North America;Portland (Maine);	43.65; 	-70.23333333; 
 North America;Portland (Oregon);	45.5; 	-122.6666667; 
 North America;Richmond (CA);	37.9333333333333; 	-122.4166667; 
 North America;Richmond (VA);	37.45; 	-77.41666667; 
 North America;Savannah;	32.0333333333333; 	-81.11666667; 
 North America;Seattle;	47.6; 	-122.3333333; 
 North America;South Louisiana;	30; 	-90.5; 
 North America;Tacoma;	47.2333333333333; 	-122.4666667; 
 North America;Tampa;	27.95; 	-82.46666667; 
 North America;Texas City;	29.3666666666666; 	-94.88333333; 
 North America;Valdez;	61.1166666666666; 	-146.35; 
 North America;Wilmington (DE);	39.75; 	-75.5; 
 North America;Wilmington (NC);	34.2333333333333; 	-77.95; 
 North America;Yakutat;	59.4833333333333; 	-139.8166667; 
 'Rambla Dr. Ángel Cuervo'  is not a country in the system;Fray Bentos;	-33.1; 	-58.31666667; 
 South America;Montevideo;	-34.9166666666666; 	-56.21666667; 
 South America;Nueva Palmira;	-33.8666666666666; 	-58.33333333; 
 '60000'  is not a country in the system;Paysandu;	-32.3; 	-58.1; 
 'Vanuatu'  is not a country in the system;Port Vila;	-17.75; 	168.3; 
 'Vanuatu'  is not a country in the system;Santo;	-15.5166666666666; 	167.1833333; 
 South America;Bajo Grande Refinery;	10.5166666666666; 	-71.6; 
 South America;Cumana (Puerto Sucre);	10.4666666666666; 	-64.11666667; 
 South America;La Guaira;	10.6333333333333; 	-67.11666667; 
 South America;La Salina;	10.3666666666666; 	-71.45; 
 South America;Maracaibo;	10.7; 	-71.65; 
 South America;Matanzas;	8.3; 	-62.83333333; 
 South America;Palua;	8.36666666666666; 	-62.7; 
 South America;Puerto Cabello;	10.4833333333333; 	-68.01666667; 
 South America;Puerto La Cruz;	10.2166666666666; 	-64.63333333; 
 South America;Punta Cardon;	11.6333333333333; 	-70.23333333; 
 India and South East Asia;Danang;	16.1; 	108.3; 
 India and South East Asia;Haiphong;	20.8666666666666; 	106.6833333; 
 India and South East Asia;Ho Chi Minh City;	10.8333333333333; 	106.75; 
 India and South East Asia;Hon Gay;	20.95; 	107.1; 
 India and South East Asia;Nha Trang;	12.2; 	109.2166667; 
 'St. Croix'  is not a country in the system;Christiansted, St. Croix;	17.75; 	-64.68333333; 
 'St. Croix'  is not a country in the system;Limetree Bay;	17.6833333333333; 	-64.73333333; 
 Arabia and Persian Gulf;Aden;	12.8; 	44.9; 
 Arabia and Persian Gulf;Hodeidah;	14.8; 	42.91666667; 
 Arabia and Persian Gulf;Mokha;	13.35; 	43.2; 
 Arabia and Persian Gulf;Mukalla;	14.5166666666666; 	49.11666667; 













// port not found for some reason

undefined method `data' for nil:NilClass for port: Funafuti
